model_slug,model_params_B,dataset,mode,engine,seed,mean_latency_ms,latency_ci_95_lower,latency_ci_95_upper,throughput_rps,cached_tokens_mean,gpu_energy_j,latency_reduction_vs_no_cache_pct
gemma4_e4b,4.0,dolly,rag,lmcache_no_cache,789,17.033161,16.522166,17.544156,58.7062,0,2239.206,0.0
gemma4_e4b,4.0,dolly,rag,lmcache,789,14.06669,13.644689,14.488691,69.766458,768,1778.105,17.4159
gemma4_e4b,4.0,dolly,rag,lmcache_meritkv,789,14.026211,13.605425,14.446997,71.29168,768,1774.523,17.6535
gemma4_e4b,4.0,dolly,rag,lmcache_no_cache,999,17.140683,16.626463,17.654903,58.33794,0,2253.318,0.0
gemma4_e4b,4.0,dolly,rag,lmcache,999,14.06725,13.645232,14.489268,69.768678,768,1778.158,17.9306
gemma4_e4b,4.0,dolly,rag,lmcache_meritkv,999,14.027001,13.606191,14.447811,71.287662,768,1774.596,18.1654
gemma4_e4b,4.0,dolly,templated,lmcache_no_cache,42,16.609401,16.111119,17.107683,60.203616,0,2034.069,0.0
gemma4_e4b,4.0,dolly,templated,lmcache,42,13.675396,13.265134,14.085658,73.120075,768,1610.343,17.6647
gemma4_e4b,4.0,dolly,templated,lmcache_meritkv,42,13.635896,13.226819,14.044973,73.331889,768,1607.087,17.9025
gemma4_e4b,4.0,dolly,templated,lmcache_no_cache,123,16.445752,15.952379,16.939125,60.80269,0,2019.366,0.0
gemma4_e4b,4.0,dolly,templated,lmcache,123,13.531948,13.12599,13.937906,72.506484,768,1597.675,17.7177
gemma4_e4b,4.0,dolly,templated,lmcache_meritkv,123,13.492837,13.088052,13.897622,74.109392,768,1594.442,17.9555
gemma4_e4b,4.0,dolly,templated,lmcache_no_cache,456,16.444392,15.95106,16.937724,60.80772,0,2019.167,0.0
gemma4_e4b,4.0,dolly,templated,lmcache,456,13.532804,13.12682,13.938788,72.510143,768,1597.75,17.7057
gemma4_e4b,4.0,dolly,templated,lmcache_meritkv,456,13.493696,13.088885,13.898507,74.104676,768,1594.518,17.9435
gemma4_e4b,4.0,dolly,templated,lmcache_no_cache,789,16.53443,16.038397,17.030463,60.476593,0,2030.19,0.0
gemma4_e4b,4.0,dolly,templated,lmcache,789,13.533659,13.127649,13.939669,72.513802,768,1597.826,18.1486
gemma4_e4b,4.0,dolly,templated,lmcache_meritkv,789,13.494806,13.089962,13.89965,74.09858,768,1594.615,18.3836
gemma4_e4b,4.0,dolly,templated,lmcache_no_cache,999,16.44076,15.947537,16.933983,60.821152,0,2018.669,0.0
gemma4_e4b,4.0,dolly,templated,lmcache,999,13.534199,13.128173,13.940225,72.516109,768,1597.873,17.679
gemma4_e4b,4.0,dolly,templated,lmcache_meritkv,999,13.495099,13.090246,13.899952,74.09697,768,1594.642,17.9168
gemma4_e4b,4.0,samsum,rag,lmcache_no_cache,42,20.221239,19.614602,20.827876,49.450126,0,2590.756,0.0
gemma4_e4b,4.0,samsum,rag,lmcache,42,16.637616,16.138488,17.136744,60.101328,2048,2049.635,17.7221
gemma4_e4b,4.0,samsum,rag,lmcache_meritkv,42,16.589779,16.092086,17.087472,60.274634,2049,2045.51,17.9586
gemma4_e4b,4.0,samsum,rag,lmcache_no_cache,123,20.151436,19.546893,20.755979,49.621418,0,2588.656,0.0
gemma4_e4b,4.0,samsum,rag,lmcache,123,16.463097,15.969204,16.95699,59.596984,2048,2033.511,18.3031
gemma4_e4b,4.0,samsum,rag,lmcache_meritkv,123,16.415994,15.923514,16.908474,60.912721,2049,2029.438,18.5369
gemma4_e4b,4.0,samsum,rag,lmcache_no_cache,456,20.020368,19.419757,20.620979,49.946276,0,2571.778,0.0
gemma4_e4b,4.0,samsum,rag,lmcache,456,16.464137,15.970213,16.958061,59.599992,2048,2033.607,17.7631
gemma4_e4b,4.0,samsum,rag,lmcache_meritkv,456,16.416775,15.924272,16.909278,60.909821,2049,2029.512,17.9996
gemma4_e4b,4.0,samsum,rag,lmcache_no_cache,789,20.018704,19.418143,20.619265,49.950429,0,2571.523,0.0
gemma4_e4b,4.0,samsum,rag,lmcache,789,16.465178,15.971223,16.959133,59.602999,2048,2033.703,17.751
gemma4_e4b,4.0,samsum,rag,lmcache_meritkv,789,16.41782,15.925285,16.910355,60.905945,2049,2029.609,17.9876
gemma4_e4b,4.0,samsum,rag,lmcache_no_cache,999,20.015934,19.415456,20.616412,49.957341,0,2571.141,0.0
gemma4_e4b,4.0,samsum,rag,lmcache,999,16.465834,15.971859,16.959809,59.604896,2048,2033.764,17.7364
gemma4_e4b,4.0,samsum,rag,lmcache_meritkv,999,16.418483,15.925929,16.911037,60.903487,2049,2029.67,17.9729
gemma4_e4b,4.0,samsum,templated,lmcache_no_cache,42,19.056044,18.484363,19.627725,52.474313,0,2536.796,0.0
gemma4_e4b,4.0,samsum,templated,lmcache,42,15.584845,15.1173,16.05239,64.161869,1536,1994.904,18.2157
gemma4_e4b,4.0,samsum,templated,lmcache_meritkv,42,15.539786,15.073592,16.00598,64.347912,1536,1990.867,18.4522
gemma4_e4b,4.0,samsum,templated,lmcache_no_cache,123,18.868288,18.302239,19.434337,52.996479,0,2518.459,0.0
gemma4_e4b,4.0,samsum,templated,lmcache,123,15.421369,14.958728,15.88401,63.623451,1536,1979.21,18.2683
gemma4_e4b,4.0,samsum,templated,lmcache_meritkv,123,15.376754,14.915451,15.838057,65.030162,1536,1975.202,18.5048
gemma4_e4b,4.0,samsum,templated,lmcache_no_cache,456,18.866725,18.300723,19.432727,53.000868,0,2518.21,0.0
gemma4_e4b,4.0,samsum,templated,lmcache,456,15.422344,14.959674,15.885014,63.626662,1536,1979.304,18.2564
gemma4_e4b,4.0,samsum,templated,lmcache_meritkv,456,15.377733,14.916401,15.839065,65.026024,1536,1975.296,18.4928
gemma4_e4b,4.0,samsum,templated,lmcache_no_cache,789,18.970014,18.400914,19.539114,52.712287,0,2531.956,0.0
gemma4_e4b,4.0,samsum,templated,lmcache,789,15.423319,14.960619,15.886019,63.629873,1536,1979.398,18.6963
gemma4_e4b,4.0,samsum,templated,lmcache_meritkv,789,15.378998,14.917628,15.840368,65.020674,1536,1975.416,18.93
gemma4_e4b,4.0,samsum,templated,lmcache_no_cache,999,18.86256,18.296683,19.428437,53.012573,0,2517.589,0.0
gemma4_e4b,4.0,samsum,templated,lmcache,999,15.423933,14.961215,15.886651,63.631897,1536,1979.457,18.2299
gemma4_e4b,4.0,samsum,templated,lmcache_meritkv,999,15.379332,14.917952,15.840712,65.019262,1536,1975.45,18.4664
gemma4_e4b,4.0,xsum,rag,lmcache_no_cache,42,25.481786,24.717332,26.24624,39.242257,0,3518.537,0.0
gemma4_e4b,4.0,xsum,rag,lmcache,42,20.57372,19.956508,21.190932,48.603888,3840,2731.566,19.2611
gemma4_e4b,4.0,xsum,rag,lmcache_meritkv,42,20.514827,19.899382,21.130272,48.743418,3842,2726.093,19.4922
gemma4_e4b,4.0,xsum,rag,lmcache_no_cache,123,25.230644,24.473725,25.987563,39.632869,0,3493.093,0.0
gemma4_e4b,4.0,xsum,rag,lmcache,123,20.357913,19.747176,20.96865,48.196026,3840,2710.077,19.3127
gemma4_e4b,4.0,xsum,rag,lmcache_meritkv,123,20.2996,19.690612,20.908588,49.260221,3842,2704.643,19.5439
gemma4_e4b,4.0,xsum,rag,lmcache_no_cache,456,25.228574,24.471717,25.985431,39.636121,0,3492.75,0.0
gemma4_e4b,4.0,xsum,rag,lmcache,456,20.3592,19.748424,20.969976,48.198458,3840,2710.205,19.301
gemma4_e4b,4.0,xsum,rag,lmcache_meritkv,456,20.300892,19.691865,20.909919,49.257086,3842,2704.772,19.5321
gemma4_e4b,4.0,xsum,rag,lmcache_no_cache,789,25.06451,24.312575,25.816445,39.895565,0,3469.981,0.0
gemma4_e4b,4.0,xsum,rag,lmcache,789,20.360487,19.749672,20.971302,48.20089,3840,2710.334,18.7677
gemma4_e4b,4.0,xsum,rag,lmcache_meritkv,789,20.301858,19.692802,20.910914,49.254742,3842,2704.87,19.0016
gemma4_e4b,4.0,xsum,rag,lmcache_no_cache,999,25.223041,24.46635,25.979732,39.644815,0,3491.894,0.0
gemma4_e4b,4.0,xsum,rag,lmcache,999,20.361298,19.750459,20.972137,48.202424,3840,2710.414,19.275
gemma4_e4b,4.0,xsum,rag,lmcache_meritkv,999,20.303003,19.693913,20.912093,49.251964,3842,2704.982,19.5061
gemma4_e4b,4.0,xsum,templated,lmcache_no_cache,42,25.08121,24.328774,25.833646,39.868866,0,3491.989,0.0
gemma4_e4b,4.0,xsum,templated,lmcache,42,20.166802,19.561798,20.771806,49.584431,3840,2699.778,19.594
gemma4_e4b,4.0,xsum,templated,lmcache_meritkv,42,20.108806,19.505542,20.71207,49.727438,3842,2694.343,19.8252
gemma4_e4b,4.0,xsum,templated,lmcache_no_cache,123,24.834011,24.088991,25.579031,40.265723,0,3466.736,0.0
gemma4_e4b,4.0,xsum,templated,lmcache,123,19.955263,19.356605,20.553921,49.16834,3840,2678.539,19.6454
gemma4_e4b,4.0,xsum,templated,lmcache_meritkv,123,19.897838,19.300903,20.494773,50.254674,3842,2673.144,19.8767
gemma4_e4b,4.0,xsum,templated,lmcache_no_cache,456,24.67259,23.932412,25.412768,40.529161,0,3444.148,0.0
gemma4_e4b,4.0,xsum,templated,lmcache,456,19.956525,19.357829,20.555221,49.170822,3840,2678.666,19.1146
gemma4_e4b,4.0,xsum,templated,lmcache_meritkv,456,19.898784,19.30182,20.495748,50.252286,3842,2673.241,19.3486
gemma4_e4b,4.0,xsum,templated,lmcache_no_cache,789,24.670543,23.930427,25.410659,40.532524,0,3443.807,0.0
gemma4_e4b,4.0,xsum,templated,lmcache,789,19.957786,19.359052,20.55652,49.173303,3840,2678.793,19.1028
gemma4_e4b,4.0,xsum,templated,lmcache_meritkv,789,19.90005,19.303048,20.497052,50.249088,3842,2673.368,19.3368
gemma4_e4b,4.0,xsum,templated,lmcache_no_cache,999,24.826529,24.081733,25.571325,40.277858,0,3465.546,0.0
gemma4_e4b,4.0,xsum,templated,lmcache,999,19.958581,19.359824,20.557338,49.174867,3840,2678.873,19.6078
gemma4_e4b,4.0,xsum,templated,lmcache_meritkv,999,19.901174,19.304139,20.498209,50.246251,3842,2673.479,19.8391
gemma4_12b,12.0,ag_news,rag,lmcache_no_cache,42,30.430581,29.517664,31.343498,32.860481,0,4740.112,0.0
gemma4_12b,12.0,ag_news,rag,lmcache,42,25.142314,24.388045,25.896583,39.772137,0,3765.739,17.3781
gemma4_12b,12.0,ag_news,rag,lmcache_meritkv,42,25.021635,24.270986,25.772284,39.963957,0,3753.087,17.7747
gemma4_12b,12.0,ag_news,rag,lmcache_no_cache,123,30.176043,29.270762,31.081324,33.137663,0,4711.138,0.0
gemma4_12b,12.0,ag_news,rag,lmcache,123,24.915983,24.168504,25.663462,39.485714,0,3740.316,17.4312
gemma4_12b,12.0,ag_news,rag,lmcache_meritkv,123,24.796314,24.052425,25.540203,40.327105,0,3727.741,17.8278
gemma4_12b,12.0,ag_news,rag,lmcache_no_cache,456,30.341187,29.430951,31.251423,32.957298,0,4736.846,0.0
gemma4_12b,12.0,ag_news,rag,lmcache,456,24.917556,24.170029,25.665083,39.487704,0,3740.492,17.8755
gemma4_12b,12.0,ag_news,rag,lmcache_meritkv,456,24.798666,24.054706,25.542626,40.32328,0,3727.999,18.2673
gemma4_12b,12.0,ag_news,rag,lmcache_no_cache,789,30.338696,29.428535,31.248857,32.960004,0,4736.382,0.0
gemma4_12b,12.0,ag_news,rag,lmcache,789,24.919128,24.171554,25.666702,39.489694,0,3740.669,17.8635
gemma4_12b,12.0,ag_news,rag,lmcache_meritkv,789,24.800248,24.056241,25.544255,40.320707,0,3728.177,18.2554
gemma4_12b,12.0,ag_news,rag,lmcache_no_cache,999,30.16688,29.261874,31.071886,33.147729,0,4709.511,0.0
gemma4_12b,12.0,ag_news,rag,lmcache,999,24.92012,24.172516,25.667724,39.490949,0,3740.78,17.3925
gemma4_12b,12.0,ag_news,rag,lmcache_meritkv,999,24.800487,24.056472,25.544502,40.320319,0,3728.21,17.789
gemma4_12b,12.0,ag_news,templated,lmcache_no_cache,42,30.491191,29.576455,31.405927,32.795276,0,4743.209,0.0
gemma4_12b,12.0,ag_news,templated,lmcache,42,24.956111,24.207428,25.704794,40.069025,0,3732.858,18.153
gemma4_12b,12.0,ag_news,templated,lmcache_meritkv,42,24.836629,24.09153,25.581728,40.261785,0,3720.348,18.5449
gemma4_12b,12.0,ag_news,templated,lmcache_no_cache,123,30.236043,29.328962,31.143124,33.072021,0,4714.201,0.0
gemma4_12b,12.0,ag_news,templated,lmcache,123,24.731456,23.989512,25.4734,39.780464,0,3707.657,18.2054
gemma4_12b,12.0,ag_news,templated,lmcache_meritkv,123,24.612973,23.874584,25.351362,40.62764,0,3695.223,18.5972
gemma4_12b,12.0,ag_news,templated,lmcache_no_cache,456,30.039622,29.138433,30.940811,33.288269,0,4683.502,0.0
gemma4_12b,12.0,ag_news,templated,lmcache,456,24.733017,23.991026,25.475008,39.782469,0,3707.832,17.6654
gemma4_12b,12.0,ag_news,templated,lmcache_meritkv,456,24.613884,23.875467,25.352301,40.626138,0,3695.33,18.0619
gemma4_12b,12.0,ag_news,templated,lmcache_no_cache,789,30.037127,29.136013,30.938241,33.291034,0,4683.039,0.0
gemma4_12b,12.0,ag_news,templated,lmcache,789,24.734578,23.992541,25.476615,39.784474,0,3708.007,17.6533
gemma4_12b,12.0,ag_news,templated,lmcache_meritkv,789,24.615454,23.87699,25.353918,40.623545,0,3695.506,18.0499
gemma4_12b,12.0,ag_news,templated,lmcache_no_cache,999,30.226934,29.320126,31.133742,33.081987,0,4712.584,0.0
gemma4_12b,12.0,ag_news,templated,lmcache,999,24.735562,23.993495,25.477629,39.785738,0,3708.117,18.1671
gemma4_12b,12.0,ag_news,templated,lmcache_meritkv,999,24.617116,23.878603,25.355629,40.620803,0,3695.688,18.559
gemma4_12b,12.0,daily_dialog,rag,lmcache_no_cache,42,32.46679,31.492786,33.440794,30.799678,0,5039.942,0.0
gemma4_12b,12.0,daily_dialog,rag,lmcache,42,26.869441,26.063358,27.675524,37.21576,256,4010.62,17.2402
gemma4_12b,12.0,daily_dialog,rag,lmcache_meritkv,42,26.741045,25.938814,27.543276,37.39445,256,3997.205,17.6357
gemma4_12b,12.0,daily_dialog,rag,lmcache_no_cache,123,32.195324,31.229464,33.161184,31.059376,0,5009.153,0.0
gemma4_12b,12.0,daily_dialog,rag,lmcache,123,26.627562,25.828735,27.426389,36.947747,256,3983.543,17.2937
gemma4_12b,12.0,daily_dialog,rag,lmcache_meritkv,123,26.50024,25.705233,27.295247,37.73425,256,3970.21,17.6892
gemma4_12b,12.0,daily_dialog,rag,lmcache_no_cache,456,32.192632,31.226853,33.158411,31.061973,0,5008.655,0.0
gemma4_12b,12.0,daily_dialog,rag,lmcache,456,26.629243,25.830366,27.42812,36.94961,256,3983.732,17.2816
gemma4_12b,12.0,daily_dialog,rag,lmcache_meritkv,456,26.501931,25.706873,27.296989,37.731842,256,3970.4,17.677
gemma4_12b,12.0,daily_dialog,rag,lmcache_no_cache,789,32.369721,31.398629,33.340813,30.892038,0,5036.127,0.0
gemma4_12b,12.0,daily_dialog,rag,lmcache,789,26.630923,25.831995,27.429851,36.951472,256,3983.92,17.7289
gemma4_12b,12.0,daily_dialog,rag,lmcache_meritkv,789,26.502914,25.707827,27.298001,37.730443,256,3970.515,18.1244
gemma4_12b,12.0,daily_dialog,rag,lmcache_no_cache,999,32.185468,31.219904,33.151032,31.068887,0,5007.41,0.0
gemma4_12b,12.0,daily_dialog,rag,lmcache,999,26.631983,25.833024,27.430942,36.952646,256,3984.038,17.2546
gemma4_12b,12.0,daily_dialog,rag,lmcache_meritkv,999,26.5047,25.709559,27.299841,37.7279,256,3970.71,17.6501
gemma4_12b,12.0,daily_dialog,templated,lmcache_no_cache,42,32.233567,31.26656,33.200574,31.022498,0,4962.247,0.0
gemma4_12b,12.0,daily_dialog,templated,lmcache,42,26.515896,25.720419,27.311373,37.711935,256,3925.03,17.7383
gemma4_12b,12.0,daily_dialog,templated,lmcache_meritkv,42,26.38838,25.596729,27.180031,37.89417,256,3911.817,18.1339
gemma4_12b,12.0,daily_dialog,templated,lmcache_no_cache,123,31.964006,31.005086,32.922926,31.284118,0,4931.925,0.0
gemma4_12b,12.0,daily_dialog,templated,lmcache,123,26.2772,25.488884,27.065516,37.440348,256,3898.531,17.7913
gemma4_12b,12.0,daily_dialog,templated,lmcache_meritkv,123,26.15075,25.366227,26.935272,38.238511,256,3885.399,18.1869
gemma4_12b,12.0,daily_dialog,templated,lmcache_no_cache,456,32.139435,31.175252,33.103618,31.113358,0,4958.914,0.0
gemma4_12b,12.0,daily_dialog,templated,lmcache,456,26.278859,25.490493,27.067225,37.442236,256,3898.715,18.2348
gemma4_12b,12.0,daily_dialog,templated,lmcache_meritkv,456,26.151717,25.367165,26.936269,38.237098,256,3885.511,18.6304
gemma4_12b,12.0,daily_dialog,templated,lmcache_no_cache,789,32.136783,31.17268,33.100886,31.115926,0,4958.426,0.0
gemma4_12b,12.0,daily_dialog,templated,lmcache,789,26.280517,25.492101,27.068933,37.444123,256,3898.9,18.2229
gemma4_12b,12.0,daily_dialog,templated,lmcache_meritkv,789,26.153386,25.368784,26.937988,38.234658,256,3885.697,18.6185
gemma4_12b,12.0,daily_dialog,templated,lmcache_no_cache,999,31.954257,30.995629,32.912885,31.293663,0,4930.215,0.0
gemma4_12b,12.0,daily_dialog,templated,lmcache,999,26.281563,25.493116,27.07001,37.445313,256,3899.016,17.7525
gemma4_12b,12.0,daily_dialog,templated,lmcache_meritkv,999,26.155152,25.370497,26.939807,38.232077,256,3885.888,18.1481
gemma4_12b,12.0,dolly,rag,lmcache_no_cache,42,33.371366,32.370225,34.372507,29.964843,0,5112.972,0.0
gemma4_12b,12.0,dolly,rag,lmcache,42,27.490568,26.665851,28.315285,36.37494,768,4049.951,17.6223
gemma4_12b,12.0,dolly,rag,lmcache_meritkv,42,27.358212,26.537466,28.178958,36.550918,768,4036.302,18.0189
gemma4_12b,12.0,dolly,rag,lmcache_no_cache,123,32.908579,31.921322,33.895836,30.386233,0,5053.518,0.0
gemma4_12b,12.0,dolly,rag,lmcache,123,27.243098,26.425805,28.060391,36.112982,768,4022.609,17.2158
gemma4_12b,12.0,dolly,rag,lmcache_meritkv,123,27.112575,26.299198,27.925952,36.882064,768,4009.118,17.6124
gemma4_12b,12.0,dolly,rag,lmcache_no_cache,456,33.089471,32.096787,34.082155,30.220119,0,5081.215,0.0
gemma4_12b,12.0,dolly,rag,lmcache,456,27.244817,26.427472,28.062162,36.114802,768,4022.799,17.6632
gemma4_12b,12.0,dolly,rag,lmcache_meritkv,456,27.113579,26.300172,27.926986,36.880698,768,4009.234,18.0598
gemma4_12b,12.0,dolly,rag,lmcache_no_cache,789,33.086734,32.094132,34.079336,30.222619,0,5080.714,0.0
gemma4_12b,12.0,dolly,rag,lmcache,789,27.246537,26.429141,28.063933,36.116622,768,4022.989,17.6512
gemma4_12b,12.0,dolly,rag,lmcache_meritkv,789,27.11531,26.301851,27.928769,36.878345,768,4009.426,18.0478
gemma4_12b,12.0,dolly,rag,lmcache_no_cache,999,32.898517,31.911561,33.885473,30.395526,0,5051.761,0.0
gemma4_12b,12.0,dolly,rag,lmcache,999,27.247621,26.430192,28.06505,36.11777,768,4023.109,17.1767
gemma4_12b,12.0,dolly,rag,lmcache_meritkv,999,27.117138,26.303624,27.930652,36.875858,768,4009.623,17.5734
gemma4_12b,12.0,dolly,templated,lmcache_no_cache,42,31.663645,30.713736,32.613554,31.58085,0,4624.218,0.0
gemma4_12b,12.0,dolly,templated,lmcache,42,25.981131,25.201697,26.760565,38.488117,768,3648.397,17.9465
gemma4_12b,12.0,dolly,templated,lmcache_meritkv,42,25.855458,25.079794,26.631122,38.675193,768,3636.044,18.3434
gemma4_12b,12.0,dolly,templated,lmcache_no_cache,123,31.398763,30.4568,32.340726,31.847268,0,4595.949,0.0
gemma4_12b,12.0,dolly,templated,lmcache,123,25.747249,24.974832,26.519666,38.210941,768,3623.766,17.9992
gemma4_12b,12.0,dolly,templated,lmcache_meritkv,123,25.622627,24.853948,26.391306,39.026632,768,3611.488,18.3961
gemma4_12b,12.0,dolly,templated,lmcache_no_cache,456,31.396168,30.454283,32.338053,31.849901,0,4595.496,0.0
gemma4_12b,12.0,dolly,templated,lmcache,456,25.748874,24.976408,26.52134,38.212867,768,3623.937,17.9872
gemma4_12b,12.0,dolly,templated,lmcache_meritkv,456,25.624262,24.855534,26.39299,39.024141,768,3611.66,18.3841
gemma4_12b,12.0,dolly,templated,lmcache_no_cache,789,31.393574,30.451767,32.335381,31.852532,0,4595.043,0.0
gemma4_12b,12.0,dolly,templated,lmcache,789,25.750499,24.977984,26.523014,38.214793,768,3624.108,17.9753
gemma4_12b,12.0,dolly,templated,lmcache_meritkv,789,25.625898,24.857121,26.394675,39.021651,768,3611.833,18.3722
gemma4_12b,12.0,dolly,templated,lmcache_no_cache,999,31.389247,30.44757,32.330924,31.856923,0,4594.364,0.0
gemma4_12b,12.0,dolly,templated,lmcache,999,25.751524,24.978978,26.52407,38.216007,768,3624.216,17.9607
gemma4_12b,12.0,dolly,templated,lmcache_meritkv,999,25.62694,24.858132,26.395748,39.020064,768,3611.942,18.3576
gemma4_12b,12.0,samsum,rag,lmcache_no_cache,42,37.095181,35.982326,38.208036,26.956856,0,5726.255,0.0
gemma4_12b,12.0,samsum,rag,lmcache,42,30.461726,29.547874,31.375578,32.827079,2048,4521.415,17.8823
gemma4_12b,12.0,samsum,rag,lmcache_meritkv,42,30.315265,29.405807,31.224723,32.985674,2049,4506.198,18.2771
gemma4_12b,12.0,samsum,rag,lmcache_no_cache,123,36.784945,35.681397,37.888493,27.184205,0,5691.262,0.0
gemma4_12b,12.0,samsum,rag,lmcache,123,30.187509,29.281884,31.093134,32.590671,2048,4490.89,17.9352
gemma4_12b,12.0,samsum,rag,lmcache_meritkv,123,30.042274,29.141006,30.943542,33.285412,2049,4475.766,18.33
gemma4_12b,12.0,samsum,rag,lmcache_no_cache,456,36.781889,35.678432,37.885346,27.186463,0,5690.699,0.0
gemma4_12b,12.0,samsum,rag,lmcache,456,30.189415,29.283733,31.095097,32.592314,2048,4491.102,17.9232
gemma4_12b,12.0,samsum,rag,lmcache_meritkv,456,30.044192,29.142866,30.945518,33.283288,2049,4475.979,18.318
gemma4_12b,12.0,samsum,rag,lmcache_no_cache,789,36.98362,35.874111,38.093129,27.038172,0,5721.819,0.0
gemma4_12b,12.0,samsum,rag,lmcache,789,30.19132,29.28558,31.09706,32.593956,2048,4491.314,18.3657
gemma4_12b,12.0,samsum,rag,lmcache_meritkv,789,30.045303,29.143944,30.946662,33.282057,2049,4476.109,18.7605
gemma4_12b,12.0,samsum,rag,lmcache_no_cache,999,36.77374,35.670528,37.876952,27.192488,0,5689.291,0.0
gemma4_12b,12.0,samsum,rag,lmcache,999,30.192522,29.286746,31.098298,32.594992,2048,4491.448,17.8965
gemma4_12b,12.0,samsum,rag,lmcache_meritkv,999,30.04733,29.14591,30.94875,33.279811,2049,4476.329,18.2913
gemma4_12b,12.0,samsum,templated,lmcache_no_cache,42,36.611052,35.51272,37.709384,27.313338,0,5706.686,0.0
gemma4_12b,12.0,samsum,templated,lmcache,42,29.790384,28.896672,30.684096,33.566872,1536,4464.929,18.6301
gemma4_12b,12.0,samsum,templated,lmcache_meritkv,42,29.645907,28.75653,30.535284,33.730458,1536,4449.771,19.0247
gemma4_12b,12.0,samsum,templated,lmcache_no_cache,123,36.304741,35.215599,37.393883,27.543786,0,5671.793,0.0
gemma4_12b,12.0,samsum,templated,lmcache,123,29.522211,28.636545,30.407877,33.325137,1536,4434.785,18.6822
gemma4_12b,12.0,samsum,templated,lmcache_meritkv,123,29.378943,28.497575,30.260311,34.036964,1536,4419.72,19.0768
gemma4_12b,12.0,samsum,templated,lmcache_no_cache,456,36.301753,35.2127,37.390806,27.546054,0,5671.236,0.0
gemma4_12b,12.0,samsum,templated,lmcache,456,29.524075,28.638353,30.409797,33.326817,1536,4434.995,18.6704
gemma4_12b,12.0,samsum,templated,lmcache_meritkv,456,29.380818,28.499393,30.262243,34.034792,1536,4419.931,19.065
gemma4_12b,12.0,samsum,templated,lmcache_no_cache,789,36.065402,34.98344,37.147364,27.726574,0,5634.223,0.0
gemma4_12b,12.0,samsum,templated,lmcache,789,29.525938,28.64016,30.411716,33.328496,1536,4435.204,18.1322
gemma4_12b,12.0,samsum,templated,lmcache_meritkv,789,29.383612,28.502104,30.26512,34.031556,1536,4420.239,18.5269
gemma4_12b,12.0,samsum,templated,lmcache_no_cache,999,36.293769,35.204956,37.382582,27.552113,0,5669.842,0.0
gemma4_12b,12.0,samsum,templated,lmcache,999,29.527113,28.6413,30.412926,33.329555,1536,4435.336,18.6441
gemma4_12b,12.0,samsum,templated,lmcache_meritkv,999,29.383888,28.502371,30.265405,34.031236,1536,4420.276,19.0388
gemma4_12b,12.0,xsum,rag,lmcache_no_cache,42,49.838318,48.343168,51.333468,20.064327,0,7814.87,0.0
gemma4_12b,12.0,xsum,rag,lmcache,42,40.421032,39.208401,41.633663,24.738911,3840,6094.421,18.8957
gemma4_12b,12.0,xsum,rag,lmcache_meritkv,42,40.226468,39.019674,41.433262,24.858566,3842,6073.886,19.2861
gemma4_12b,12.0,xsum,rag,lmcache_no_cache,123,49.740714,48.248493,51.232935,20.103698,0,7817.28,0.0
gemma4_12b,12.0,xsum,rag,lmcache,123,40.057162,38.855447,41.258877,24.560751,3840,6053.276,19.4681
gemma4_12b,12.0,xsum,rag,lmcache_meritkv,123,39.865296,38.669337,41.061255,25.08378,3842,6032.98,19.8538
gemma4_12b,12.0,xsum,rag,lmcache_no_cache,456,49.417394,47.934872,50.899916,20.23523,0,7766.343,0.0
gemma4_12b,12.0,xsum,rag,lmcache,456,40.059691,38.8579,41.261482,24.561989,3840,6053.562,18.9361
gemma4_12b,12.0,xsum,rag,lmcache_meritkv,456,39.866769,38.670766,41.062772,25.082853,3842,6033.155,19.3264
gemma4_12b,12.0,xsum,rag,lmcache_no_cache,789,49.413285,47.930886,50.895684,20.236912,0,7765.574,0.0
gemma4_12b,12.0,xsum,rag,lmcache,789,40.062219,38.860352,41.264086,24.563227,3840,6053.848,18.9242
gemma4_12b,12.0,xsum,rag,lmcache_meritkv,789,39.869314,38.673235,41.065393,25.081252,3842,6033.443,19.3146
gemma4_12b,12.0,xsum,rag,lmcache_no_cache,999,49.72572,48.233948,51.217492,20.10976,0,7814.597,0.0
gemma4_12b,12.0,xsum,rag,lmcache,999,40.063813,38.861899,41.265727,24.564008,3840,6054.028,19.4304
gemma4_12b,12.0,xsum,rag,lmcache_meritkv,999,39.872005,38.675845,41.068165,25.079559,3842,6033.74,19.8161
gemma4_12b,12.0,xsum,templated,lmcache_no_cache,42,49.34621,47.865824,50.826596,20.264458,0,7755.461,0.0
gemma4_12b,12.0,xsum,templated,lmcache,42,39.65934,38.46956,40.84912,25.214091,3840,5993.299,19.6304
gemma4_12b,12.0,xsum,templated,lmcache_meritkv,42,39.466603,38.282605,40.650601,25.337225,3842,5972.911,20.021
gemma4_12b,12.0,xsum,templated,lmcache_no_cache,123,48.662476,47.202602,50.12235,20.549184,0,7665.373,0.0
gemma4_12b,12.0,xsum,templated,lmcache,123,39.302327,38.123257,40.481397,25.032509,3840,5952.837,19.2348
gemma4_12b,12.0,xsum,templated,lmcache_meritkv,123,39.112257,37.938889,40.285625,25.566773,3842,5932.685,19.6254
gemma4_12b,12.0,xsum,templated,lmcache_no_cache,456,48.929314,47.461435,50.397193,20.437119,0,7707.283,0.0
