model,dataset,mode,runtime,requests,prompt_tokens,cache_evidence_tokens,mean_latency_ms,p95_latency_ms,throughput_rps,gpu_energy_j,idle_adjusted_gpu_energy_j,gpu_joules_per_request,energy_source,energy_error,reuse_failures,idle_stable,source_file
google/gemma-4-31B-it,samsum,templated,sglang_radix_attention,256,68182,33770,100.45167768521424,126.74553075339645,9.95487587367456,14136.155,11925.764697153329,55.21935546875,nvml,,0,True,results_full/gemma4_31b/samsum/templated/sglang_radix_attention/benchmark_sglang_radix_attention_google_gemma-4-31B-it_public_dataset_samsum_templated.json
google/gemma-4-31B-it,samsum,templated,vllm_apc,256,64854,34656.0,55.07159152125496,84.21130871283822,18.157515509286966,7945.026,6773.439802606612,31.0352578125,nvml,,0,True,results_full/gemma4_31b/samsum/templated/vllm_apc/benchmark_vllm_apc_google_gemma-4-31B-it_public_dataset_samsum_templated.json
google/gemma-4-31B-it,xsum,rag,lmcache_vllm,256,105097,3840.0,101.95882232301301,118.13613800040912,9.807680855856098,15511.941,13330.396591062208,60.59351953125,nvml,,0,True,results_full/gemma4_31b/xsum/rag/lmcache_vllm/benchmark_lmcache_google_gemma-4-31B-it_public_dataset_xsum_rag.json
google/gemma-4-31B-it,xsum,rag,sglang_radix_attention,256,108425,33087,124.89560783478737,153.03526149364188,8.006602655133685,18986.282,16099.511050194427,74.1651640625,nvml,,0,True,results_full/gemma4_31b/xsum/rag/sglang_radix_attention/benchmark_sglang_radix_attention_google_gemma-4-31B-it_public_dataset_xsum_rag.json
google/gemma-4-31B-it,xsum,rag,vllm_apc,256,105097,30080.0,83.71381838742309,110.66225724061951,11.945138625829667,12744.58,10912.738975691585,49.783515625,nvml,,0,True,results_full/gemma4_31b/xsum/rag/vllm_apc/benchmark_vllm_apc_google_gemma-4-31B-it_public_dataset_xsum_rag.json
google/gemma-4-31B-it,xsum,templated,lmcache_vllm,256,101769,3840.0,99.92229893714466,116.65306125360075,10.007557971639274,15268.242,13096.600905874275,59.6415703125,nvml,,0,True,results_full/gemma4_31b/xsum/templated/lmcache_vllm/benchmark_lmcache_google_gemma-4-31B-it_public_dataset_xsum_templated.json
google/gemma-4-31B-it,xsum,templated,sglang_radix_attention,256,105097,29772,123.54315105608293,151.3852027419489,8.094233906358463,18760.839,15941.753066278681,73.28452734375,nvml,,0,True,results_full/gemma4_31b/xsum/templated/sglang_radix_attention/benchmark_sglang_radix_attention_google_gemma-4-31B-it_public_dataset_xsum_templated.json
google/gemma-4-31B-it,xsum,templated,vllm_apc,256,101769,29344.0,81.20607908540478,109.55134050163906,12.31398944801947,12339.364,10620.367974114362,48.200640625,nvml,,0,True,results_full/gemma4_31b/xsum/templated/vllm_apc/benchmark_vllm_apc_google_gemma-4-31B-it_public_dataset_xsum_templated.json
google/gemma-4-E2B-it,ag_news,rag,lmcache_vllm,256,43476,0.0,9.337597264902797,10.259093745844439,107.08694105613742,928.359,719.9024458357102,3.62640234375,nvml,,0,True,results_full/gemma4_e2b/ag_news/rag/lmcache_vllm/benchmark_lmcache_google_gemma-4-E2B-it_public_dataset_ag_news_rag.json
google/gemma-4-E2B-it,ag_news,rag,sglang_radix_attention,256,45780,30393,19.97261407723272,21.61341451574117,50.06599955332478,1268.102,831.247532703405,4.9535234375,nvml,,0,True,results_full/gemma4_e2b/ag_news/rag/sglang_radix_attention/benchmark_sglang_radix_attention_google_gemma-4-E2B-it_public_dataset_ag_news_rag.json
google/gemma-4-E2B-it,ag_news,rag,vllm_apc,256,43476,25312.0,7.445570533491264,8.19065528048668,134.29650105369188,605.247,437.9232242600168,2.36424609375,nvml,,0,True,results_full/gemma4_e2b/ag_news/rag/vllm_apc/benchmark_vllm_apc_google_gemma-4-E2B-it_public_dataset_ag_news_rag.json
google/gemma-4-E2B-it,ag_news,templated,lmcache_vllm,256,40916,0.0,9.432252714987044,10.01356149208732,106.01195863028603,912.767,718.8292181588452,3.56549609375,nvml,,0,True,results_full/gemma4_e2b/ag_news/templated/lmcache_vllm/benchmark_lmcache_google_gemma-4-E2B-it_public_dataset_ag_news_templated.json
google/gemma-4-E2B-it,ag_news,templated,sglang_radix_attention,256,43220,27843,20.01182690719361,21.75027625344228,49.96831209723959,1262.1,827.7193621060705,4.930078125,nvml,,0,True,results_full/gemma4_e2b/ag_news/templated/sglang_radix_attention/benchmark_sglang_radix_attention_google_gemma-4-E2B-it_public_dataset_ag_news_templated.json
google/gemma-4-E2B-it,ag_news,templated,vllm_apc,256,40916,25184.0,7.496655435261346,8.296349755255505,133.38053406517477,603.428,437.76073455851053,2.357140625,nvml,,0,True,results_full/gemma4_e2b/ag_news/templated/vllm_apc/benchmark_vllm_apc_google_gemma-4-E2B-it_public_dataset_ag_news_templated.json
google/gemma-4-E2B-it,daily_dialog,rag,lmcache_vllm,256,53705,256.0,10.093124667491793,12.762194513925351,99.07156955441914,1038.504,816.7734198113349,4.05665625,nvml,,0,True,results_full/gemma4_e2b/daily_dialog/rag/lmcache_vllm/benchmark_lmcache_google_gemma-4-E2B-it_public_dataset_daily_dialog_rag.json
google/gemma-4-E2B-it,daily_dialog,rag,sglang_radix_attention,256,56009,37462,20.556778740910886,22.35554452636279,48.643669282487714,1342.554,893.4141442288129,5.2443515625,nvml,,0,True,results_full/gemma4_e2b/daily_dialog/rag/sglang_radix_attention/benchmark_sglang_radix_attention_google_gemma-4-E2B-it_public_dataset_daily_dialog_rag.json
google/gemma-4-E2B-it,daily_dialog,rag,vllm_apc,256,53705,33760.0,7.597741504469013,8.908070260076784,131.60687689446553,653.271,486.810547617937,2.55183984375,nvml,,0,True,results_full/gemma4_e2b/daily_dialog/rag/vllm_apc/benchmark_vllm_apc_google_gemma-4-E2B-it_public_dataset_daily_dialog_rag.json
google/gemma-4-E2B-it,daily_dialog,templated,lmcache_vllm,256,50377,256.0,10.079826421360849,12.682261003647,99.20112654671928,1016.234,788.8030960151059,3.9696640625,nvml,,0,True,results_full/gemma4_e2b/daily_dialog/templated/lmcache_vllm/benchmark_lmcache_google_gemma-4-E2B-it_public_dataset_daily_dialog_templated.json
google/gemma-4-E2B-it,daily_dialog,templated,sglang_radix_attention,256,52681,34147,20.585018627571117,22.20226802455727,48.57696906702967,1352.956,903.7681657614417,5.284984375,nvml,,0,True,results_full/gemma4_e2b/daily_dialog/templated/sglang_radix_attention/benchmark_sglang_radix_attention_google_gemma-4-E2B-it_public_dataset_daily_dialog_templated.json
google/gemma-4-E2B-it,daily_dialog,templated,vllm_apc,256,50377,33472.0,7.422910699915519,8.97740623622667,134.70676619757143,611.044,444.60056327395523,2.386890625,nvml,,0,True,results_full/gemma4_e2b/daily_dialog/templated/vllm_apc/benchmark_vllm_apc_google_gemma-4-E2B-it_public_dataset_daily_dialog_templated.json
google/gemma-4-E2B-it,dolly,rag,lmcache_vllm,256,49032,768.0,9.629378871068184,13.273558754008263,103.84242469623604,989.003,778.151552507574,3.86329296875,nvml,,0,True,results_full/gemma4_e2b/dolly/rag/lmcache_vllm/benchmark_lmcache_google_gemma-4-E2B-it_public_dataset_dolly_rag.json
google/gemma-4-E2B-it,dolly,rag,sglang_radix_attention,256,51336,33159,20.60236628972234,22.543699233210646,48.53600979674204,1342.496,923.9265161630544,5.244125,nvml,,0,True,results_full/gemma4_e2b/dolly/rag/sglang_radix_attention/benchmark_sglang_radix_attention_google_gemma-4-E2B-it_public_dataset_dolly_rag.json
google/gemma-4-E2B-it,dolly,rag,vllm_apc,256,49032,26848.0,7.757874875778725,10.707921741413884,128.89103162670116,662.105,491.9116727349666,2.58634765625,nvml,,0,True,results_full/gemma4_e2b/dolly/rag/vllm_apc/benchmark_vllm_apc_google_gemma-4-E2B-it_public_dataset_dolly_rag.json
google/gemma-4-E2B-it,dolly,templated,lmcache_vllm,256,44936,768.0,9.435495112484205,13.255355748697184,105.97611898826133,897.832,693.8682844278129,3.50715625,nvml,,0,True,results_full/gemma4_e2b/dolly/templated/lmcache_vllm/benchmark_lmcache_google_gemma-4-E2B-it_public_dataset_dolly_templated.json
google/gemma-4-E2B-it,dolly,templated,sglang_radix_attention,256,47240,29079,20.359685076982714,22.255006741033867,49.114427315238444,1326.772,915.4578882102095,5.182703125,nvml,,0,True,results_full/gemma4_e2b/dolly/templated/sglang_radix_attention/benchmark_sglang_radix_attention_google_gemma-4-E2B-it_public_dataset_dolly_templated.json
google/gemma-4-E2B-it,dolly,templated,vllm_apc,256,44936,25440.0,7.704991110585979,10.522782249609008,129.77472694712685,646.293,485.5813009831604,2.52458203125,nvml,,0,True,results_full/gemma4_e2b/dolly/templated/vllm_apc/benchmark_vllm_apc_google_gemma-4-E2B-it_public_dataset_dolly_templated.json
google/gemma-4-E2B-it,samsum,rag,lmcache_vllm,256,68182,2048.0,11.638758658591541,15.494461520574987,85.91442923506622,1215.443,961.9503024620093,4.74782421875,nvml,,0,True,results_full/gemma4_e2b/samsum/rag/lmcache_vllm/benchmark_lmcache_google_gemma-4-E2B-it_public_dataset_samsum_rag.json
google/gemma-4-E2B-it,samsum,rag,sglang_radix_attention,256,70486,37091,21.188274303312937,23.986454514670186,47.19406882167002,1495.344,1051.5449376073766,5.8411875,nvml,,0,True,results_full/gemma4_e2b/samsum/rag/sglang_radix_attention/benchmark_sglang_radix_attention_google_gemma-4-E2B-it_public_dataset_samsum_rag.json
google/gemma-4-E2B-it,samsum,rag,vllm_apc,256,68182,34976.0,8.488558919680145,11.640044234809466,117.79631617608335,789.909,603.6295891214073,3.08558203125,nvml,,0,True,results_full/gemma4_e2b/samsum/rag/vllm_apc/benchmark_vllm_apc_google_gemma-4-E2B-it_public_dataset_samsum_rag.json
google/gemma-4-E2B-it,samsum,templated,lmcache_vllm,256,64854,1536.0,11.343496911877082,15.256381506333128,88.15110670212917,1178.926,922.8394924348931,4.6051796875,nvml,,0,True,results_full/gemma4_e2b/samsum/templated/lmcache_vllm/benchmark_lmcache_google_gemma-4-E2B-it_public_dataset_samsum_templated.json
google/gemma-4-E2B-it,samsum,templated,sglang_radix_attention,256,67158,33776,21.36996238186839,24.356531270314008,46.79273542627649,1513.903,1047.842075850773,5.91368359375,nvml,,0,True,results_full/gemma4_e2b/samsum/templated/sglang_radix_attention/benchmark_sglang_radix_attention_google_gemma-4-E2B-it_public_dataset_samsum_templated.json
google/gemma-4-E2B-it,samsum,templated,vllm_apc,256,64854,34656.0,8.253173989942297,11.568403482669964,121.1571986808467,763.557,578.0219677347364,2.98264453125,nvml,,0,True,results_full/gemma4_e2b/samsum/templated/vllm_apc/benchmark_vllm_apc_google_gemma-4-E2B-it_public_dataset_samsum_templated.json
google/gemma-4-E2B-it,xsum,rag,lmcache_vllm,256,105097,3840.0,14.675594057962371,16.892861502128653,68.13681205704036,1630.35,1324.2214043405515,6.3685546875,nvml,,0,True,results_full/gemma4_e2b/xsum/rag/lmcache_vllm/benchmark_lmcache_google_gemma-4-E2B-it_public_dataset_xsum_rag.json
google/gemma-4-E2B-it,xsum,rag,sglang_radix_attention,256,107401,33116,23.831400934341218,26.66817622957751,41.95976237482811,1918.779,1409.682721615176,7.49523046875,nvml,,0,True,results_full/gemma4_e2b/xsum/rag/sglang_radix_attention/benchmark_sglang_radix_attention_google_gemma-4-E2B-it_public_dataset_xsum_rag.json
google/gemma-4-E2B-it,xsum,rag,vllm_apc,256,105097,30144.0,11.612167356815917,14.857781294267625,86.10796156040225,1257.321,1016.3985690562811,4.91141015625,nvml,,0,True,results_full/gemma4_e2b/xsum/rag/vllm_apc/benchmark_vllm_apc_google_gemma-4-E2B-it_public_dataset_xsum_rag.json
google/gemma-4-E2B-it,xsum,templated,lmcache_vllm,256,101769,3840.0,14.421957132981333,16.687800001818687,69.33532226394549,1606.964,1291.4256557797726,6.277203125,nvml,,0,True,results_full/gemma4_e2b/xsum/templated/lmcache_vllm/benchmark_lmcache_google_gemma-4-E2B-it_public_dataset_xsum_templated.json
google/gemma-4-E2B-it,xsum,templated,sglang_radix_attention,256,104073,29801,23.550328941837506,26.238651014864445,42.46070124094702,1890.946,1373.0421426924422,7.3865078125,nvml,,0,True,results_full/gemma4_e2b/xsum/templated/sglang_radix_attention/benchmark_sglang_radix_attention_google_gemma-4-E2B-it_public_dataset_xsum_templated.json
google/gemma-4-E2B-it,xsum,templated,vllm_apc,256,101769,29344.0,10.686000179930488,13.336644013179466,93.57445532743499,1176.495,946.4487012327075,4.59568359375,nvml,,0,True,results_full/gemma4_e2b/xsum/templated/vllm_apc/benchmark_vllm_apc_google_gemma-4-E2B-it_public_dataset_xsum_templated.json
google/gemma-4-E4B-it,ag_news,rag,lmcache_vllm,256,43476,0.0,12.86170016419419,13.896173986722715,77.74618978039575,1639.772,1378.856168467321,6.405359375,nvml,,0,True,results_full/gemma4_e4b/ag_news/rag/lmcache_vllm/benchmark_lmcache_google_gemma-4-E4B-it_public_dataset_ag_news_rag.json
google/gemma-4-E4B-it,ag_news,rag,sglang_radix_attention,256,45780,30393,25.086322497600122,27.51593971333932,39.86061564197362,2054.196,1505.8669873932995,8.024203125,nvml,,0,True,results_full/gemma4_e4b/ag_news/rag/sglang_radix_attention/benchmark_sglang_radix_attention_google_gemma-4-E4B-it_public_dataset_ag_news_rag.json
google/gemma-4-E4B-it,ag_news,rag,vllm_apc,256,43476,25312.0,10.947363359264273,11.594261028221808,91.34026881061378,1135.762,898.6545378150445,4.4365703125,nvml,,0,True,results_full/gemma4_e4b/ag_news/rag/vllm_apc/benchmark_vllm_apc_google_gemma-4-E4B-it_public_dataset_ag_news_rag.json
google/gemma-4-E4B-it,ag_news,templated,lmcache_vllm,256,40916,0.0,12.683945771641447,13.82087501406204,78.83528666211429,1617.848,1339.581796875589,6.31971875,nvml,,0,True,results_full/gemma4_e4b/ag_news/templated/lmcache_vllm/benchmark_lmcache_google_gemma-4-E4B-it_public_dataset_ag_news_templated.json
google/gemma-4-E4B-it,ag_news,templated,sglang_radix_attention,256,43220,27843,24.94761556818048,26.0650499840267,40.08260596712291,2068.218,1519.1216785045044,8.0789765625,nvml,,0,True,results_full/gemma4_e4b/ag_news/templated/sglang_radix_attention/benchmark_sglang_radix_attention_google_gemma-4-E4B-it_public_dataset_ag_news_templated.json
google/gemma-4-E4B-it,ag_news,templated,vllm_apc,256,40916,25184.0,10.858088884333483,11.934239490074106,92.09090964227993,1054.779,835.856292156413,4.12023046875,nvml,,0,True,results_full/gemma4_e4b/ag_news/templated/vllm_apc/benchmark_vllm_apc_google_gemma-4-E4B-it_public_dataset_ag_news_templated.json
google/gemma-4-E4B-it,daily_dialog,rag,lmcache_vllm,256,53705,256.0,14.139400479734832,17.82329751586076,70.72083214826145,1764.233,1459.476777168211,6.89153515625,nvml,,0,True,results_full/gemma4_e4b/daily_dialog/rag/lmcache_vllm/benchmark_lmcache_google_gemma-4-E4B-it_public_dataset_daily_dialog_rag.json
google/gemma-4-E4B-it,daily_dialog,rag,sglang_radix_attention,256,56009,37462,26.082281375693128,29.10573901317548,38.33875767425878,2143.769,1598.0297722403343,8.37409765625,nvml,,0,True,results_full/gemma4_e4b/daily_dialog/rag/sglang_radix_attention/benchmark_sglang_radix_attention_google_gemma-4-E4B-it_public_dataset_daily_dialog_rag.json
google/gemma-4-E4B-it,daily_dialog,rag,vllm_apc,256,53705,33760.0,11.005177163951885,12.40310276625678,90.86063021789569,1134.172,897.5419967301042,4.430359375,nvml,,0,True,results_full/gemma4_e4b/daily_dialog/rag/vllm_apc/benchmark_vllm_apc_google_gemma-4-E4B-it_public_dataset_daily_dialog_rag.json
google/gemma-4-E4B-it,daily_dialog,templated,lmcache_vllm,256,50377,256.0,13.728604536026978,17.835271486546844,72.83739904651702,1719.265,1413.1761500044922,6.71587890625,nvml,,0,True,results_full/gemma4_e4b/daily_dialog/templated/lmcache_vllm/benchmark_lmcache_google_gemma-4-E4B-it_public_dataset_daily_dialog_templated.json
google/gemma-4-E4B-it,daily_dialog,templated,sglang_radix_attention,256,52681,34147,26.003391281165023,28.817736718337983,38.45499978297134,2150.851,1594.9929423383383,8.40176171875,nvml,,0,True,results_full/gemma4_e4b/daily_dialog/templated/sglang_radix_attention/benchmark_sglang_radix_attention_google_gemma-4-E4B-it_public_dataset_daily_dialog_templated.json
google/gemma-4-E4B-it,daily_dialog,templated,vllm_apc,256,50377,33472.0,11.126863350909844,12.64157948025968,89.8674210055922,1117.373,866.8865980924065,4.36473828125,nvml,,0,True,results_full/gemma4_e4b/daily_dialog/templated/vllm_apc/benchmark_vllm_apc_google_gemma-4-E4B-it_public_dataset_daily_dialog_templated.json
google/gemma-4-E4B-it,dolly,rag,lmcache_vllm,256,49032,768.0,14.214008669796385,19.64360076817684,70.34976212569939,1792.034,1489.3968594611997,7.0001328125,nvml,,0,True,results_full/gemma4_e4b/dolly/rag/lmcache_vllm/benchmark_lmcache_google_gemma-4-E4B-it_public_dataset_dolly_rag.json
google/gemma-4-E4B-it,dolly,rag,sglang_radix_attention,256,51336,33159,25.997424530942226,29.98957499221433,38.46387962076373,2173.361,1610.998083374505,8.48969140625,nvml,,0,True,results_full/gemma4_e4b/dolly/rag/sglang_radix_attention/benchmark_sglang_radix_attention_google_gemma-4-E4B-it_public_dataset_dolly_rag.json
google/gemma-4-E4B-it,dolly,rag,vllm_apc,256,49032,26848.0,11.292099528873223,14.005052507854998,88.55191034337601,1181.53,935.4170901685942,4.6153515625,nvml,,0,True,results_full/gemma4_e4b/dolly/rag/vllm_apc/benchmark_vllm_apc_google_gemma-4-E4B-it_public_dataset_dolly_rag.json
google/gemma-4-E4B-it,dolly,templated,lmcache_vllm,256,44936,768.0,13.675395830659909,19.07243297318928,73.1200754972337,1610.343,1317.4670845961878,6.29040234375,nvml,,0,True,results_full/gemma4_e4b/dolly/templated/lmcache_vllm/benchmark_lmcache_google_gemma-4-E4B-it_public_dataset_dolly_templated.json
google/gemma-4-E4B-it,dolly,templated,sglang_radix_attention,256,47240,29079,25.23972130029506,29.08011652471032,39.618483021798205,2130.594,1582.3992085604011,8.3226328125,nvml,,0,True,results_full/gemma4_e4b/dolly/templated/sglang_radix_attention/benchmark_sglang_radix_attention_google_gemma-4-E4B-it_public_dataset_dolly_templated.json
google/gemma-4-E4B-it,dolly,templated,vllm_apc,256,44936,25440.0,11.12461324692049,13.679941010195762,89.88531693924644,1151.195,914.6796022533159,4.49685546875,nvml,,0,True,results_full/gemma4_e4b/dolly/templated/vllm_apc/benchmark_vllm_apc_google_gemma-4-E4B-it_public_dataset_dolly_templated.json
google/gemma-4-E4B-it,samsum,rag,lmcache_vllm,256,68182,2048.0,16.63761625081861,21.246735224849544,60.10132825675477,2049.635,1701.5010436996017,8.00638671875,nvml,,0,True,results_full/gemma4_e4b/samsum/rag/lmcache_vllm/benchmark_lmcache_google_gemma-4-E4B-it_public_dataset_samsum_rag.json
google/gemma-4-E4B-it,samsum,rag,sglang_radix_attention,256,70486,37091,27.30488903443984,32.47183251369279,36.62203693073676,2464.378,1893.2546741492579,9.6264765625,nvml,,0,True,results_full/gemma4_e4b/samsum/rag/sglang_radix_attention/benchmark_sglang_radix_attention_google_gemma-4-E4B-it_public_dataset_samsum_rag.json
google/gemma-4-E4B-it,samsum,rag,vllm_apc,256,68182,34976.0,12.008037576151764,15.521163993980736,83.27291027111788,1373.216,1112.9152030904154,5.364125,nvml,,0,True,results_full/gemma4_e4b/samsum/rag/vllm_apc/benchmark_vllm_apc_google_gemma-4-E4B-it_public_dataset_samsum_rag.json
google/gemma-4-E4B-it,samsum,templated,lmcache_vllm,256,64854,1536.0,15.584845317334839,21.121327255968936,64.16186947282849,1994.904,1661.158371238564,7.79259375,nvml,,0,True,results_full/gemma4_e4b/samsum/templated/lmcache_vllm/benchmark_lmcache_google_gemma-4-E4B-it_public_dataset_samsum_templated.json
google/gemma-4-E4B-it,samsum,templated,sglang_radix_attention,256,67158,33776,27.295644302739674,32.299603466526605,36.63437242083691,2453.323,1868.267830472168,9.58329296875,nvml,,0,True,results_full/gemma4_e4b/samsum/templated/sglang_radix_attention/benchmark_sglang_radix_attention_google_gemma-4-E4B-it_public_dataset_samsum_templated.json
google/gemma-4-E4B-it,samsum,templated,vllm_apc,256,64854,34656.0,11.999076959682498,15.49081550911069,83.3339664494813,1343.55,1088.3022132156193,5.2482421875,nvml,,0,True,results_full/gemma4_e4b/samsum/templated/vllm_apc/benchmark_vllm_apc_google_gemma-4-E4B-it_public_dataset_samsum_templated.json
google/gemma-4-E4B-it,xsum,rag,lmcache_vllm,256,105097,3840.0,20.57372011404368,23.327307237195782,48.60388820705453,2731.566,2279.8903188171234,10.6701796875,nvml,,0,True,results_full/gemma4_e4b/xsum/rag/lmcache_vllm/benchmark_lmcache_google_gemma-4-E4B-it_public_dataset_xsum_rag.json
google/gemma-4-E4B-it,xsum,rag,sglang_radix_attention,256,107401,33116,32.05034024381348,36.38987147132866,31.199730842822408,3255.034,2611.3281016688807,12.7149765625,nvml,,0,True,results_full/gemma4_e4b/xsum/rag/sglang_radix_attention/benchmark_sglang_radix_attention_google_gemma-4-E4B-it_public_dataset_xsum_rag.json
google/gemma-4-E4B-it,xsum,rag,vllm_apc,256,105097,30144.0,16.25762316507462,19.748585269553587,61.506319548400036,2119.548,1767.5763525741584,8.279484375,nvml,,0,True,results_full/gemma4_e4b/xsum/rag/vllm_apc/benchmark_vllm_apc_google_gemma-4-E4B-it_public_dataset_xsum_rag.json
google/gemma-4-E4B-it,xsum,templated,lmcache_vllm,256,101769,3840.0,20.166801797813605,23.184591496828943,49.58443108220044,2699.778,2258.3210263580313,10.5460078125,nvml,,0,True,results_full/gemma4_e4b/xsum/templated/lmcache_vllm/benchmark_lmcache_google_gemma-4-E4B-it_public_dataset_xsum_templated.json
google/gemma-4-E4B-it,xsum,templated,sglang_radix_attention,256,104073,29801,31.525833852128926,35.50277178874239,31.71900232580687,3237.796,2569.5297204971944,12.647640625,nvml,,0,True,results_full/gemma4_e4b/xsum/templated/sglang_radix_attention/benchmark_sglang_radix_attention_google_gemma-4-E4B-it_public_dataset_xsum_templated.json
google/gemma-4-E4B-it,xsum,templated,vllm_apc,256,101769,29344.0,15.766060745136201,19.42056103143841,63.42422616945037,2103.947,1765.3501321245658,8.21854296875,nvml,,0,True,results_full/gemma4_e4b/xsum/templated/vllm_apc/benchmark_vllm_apc_google_gemma-4-E4B-it_public_dataset_xsum_templated.json
